x,y
-10.0,-2.3919270226801457
-9.97997997997998,-1.4098034989190558
-9.95995995995996,-0.8655028095437515
-9.93993993993994,-0.3035325096232294
-9.91991991991992,-1.8186701213445058
-9.8998998998999,-2.0604922008276865
-9.87987987987988,-1.7909352422225213
-9.85985985985986,0.23224457151087663
-9.83983983983984,0.6000779828026506
-9.81981981981982,-1.278750137298808
-9.7997997997998,0.5976364949545221
-9.77977977977978,-0.18528319069822308
-9.75975975975976,-1.4308387505807139
-9.73973973973974,-0.8578958701079229
-9.71971971971972,-1.5691329998304675
-9.6996996996997,-1.4971039223358211
-9.67967967967968,-1.5860422284465598
-9.65965965965966,-0.625002086458892
-9.63963963963964,-1.6581565604877881
-9.61961961961962,-1.497039149331275
-9.5995995995996,-0.7244458565553157
-9.57957957957958,0.8215369675813288
-9.55955955955956,1.610776098530428
-9.53953953953954,1.8592121313072911
-9.51951951951952,1.0019265308907634
-9.4994994994995,-0.7612191888820006
-9.47947947947948,0.28930237464836184
-9.45945945945946,-2.0316383447839828
-9.43943943943944,-0.3050966890896033
-9.41941941941942,0.045935031630613354
-9.3993993993994,0.09832282816433291
-9.37937937937938,-0.5503735469689184
-9.35935935935936,-1.3553871204416308
-9.33933933933934,-1.4561546652948407
-9.31931931931932,-2.1873467610705175
-9.2992992992993,-0.8726948043858964
-9.27927927927928,0.4065320106977458
-9.25925925925926,-1.3558318826518871
-9.23923923923924,-0.833727622399176
-9.21921921921922,0.45688706754866937
-9.1991991991992,0.7265030050061552
-9.17917917917918,-0.3718426375706037
-9.15915915915916,-0.845480770672622
-9.13913913913914,-1.5218944651522155
-9.11911911911912,0.6007995412821799
-9.0990990990991,-0.6923028614428941
-9.07907907907908,0.5565627576367506
-9.05905905905906,2.3225450651236916
-9.03903903903904,2.9738175938679374
-9.01901901901902,1.775962783263497
-8.998998998999,2.060851464439784
-8.97897897897898,-0.43650859029935973
-8.95895895895896,0.012236287575368876
-8.93893893893894,-1.2552027453529915
-8.91891891891892,-0.8892114651395698
-8.8988988988989,-1.6877423042890058
-8.87887887887888,-2.3769221107051477
-8.85885885885886,-1.3406095034585181
-8.83883883883884,-0.0915481697616275
-8.81881881881882,-1.7925216750793624
-8.7987987987988,-0.3916019131897157
-8.77877877877878,0.037735242795119306
-8.75875875875876,-0.5746799359084624
-8.73873873873874,-0.6282597362202984
-8.71871871871872,-2.0888577857830666
-8.6986986986987,-3.4402379082874988
-8.67867867867868,-1.903419149857159
-8.65865865865866,0.4240305981770611
-8.63863863863864,-1.522465620370428
-8.618618618618619,-1.9122658015796294
-8.598598598598599,-0.7681476930507541
-8.578578578578579,-0.12183290825568505
-8.558558558558559,-1.2471385544694504
-8.538538538538539,-1.8402748234900281
-8.518518518518519,-0.7692591140604849
-8.498498498498499,-1.6412203342915328
-8.478478478478479,-1.6609619569962282
-8.458458458458459,-1.6681735587026916
-8.438438438438439,0.5313502474580569
-8.418418418418419,-0.5868990122623277
-8.398398398398399,-1.4873233324183057
-8.378378378378379,-2.034335089074328
-8.358358358358359,-0.6819393215556261
-8.338338338338339,0.16104143040020102
-8.318318318318319,-0.21653606430626837
-8.298298298298299,-1.763209181878561
-8.278278278278279,-0.03244433552144843
-8.258258258258259,2.5207563394789525
-8.238238238238239,0.22170718578778636
-8.218218218218219,0.46352326426259605
-8.198198198198199,-0.3637844692512303
-8.178178178178179,-0.2761535400976485
-8.158158158158159,-1.4901722162723054
-8.138138138138139,0.8584902253576504
-8.118118118118119,-0.49753523406880024
-8.098098098098099,1.1544609551095852
-8.078078078078079,-0.9939269003293005
-8.058058058058059,2.2318008125617435
-8.038038038038039,0.7184802330311313
-8.018018018018019,0.42617792187395487
-7.997997997997998,1.5115628324347454
-7.977977977977978,0.822572602860615
-7.957957957957958,0.808987045588018
-7.937937937937938,0.6867118240840248
-7.917917917917918,-0.8154040213007856
-7.897897897897898,-2.1716727613665308
-7.877877877877878,-1.1853476906592508
