0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.4910422226449291,-0.12441719935412486,-0.708217213249717,-1.0136476024421364,-0.772070426661812,-0.2621871671322569,0.3357863398505108,0.8981886308937915,0.9799162659553123,0.6169484085027318,-0.02592034422303839,-0.6629200685501733,-0.9218993520454964,-0.797483350616005,-0.3463250005829942,0.3465577643161951,0.839797041112372,0.9920503762407633,0.634598876341134,0.03704595167537017,-0.5663803693305539,-0.9742712056698346,-0.9096617936562035,-0.39973348599677333,0.2828252777211012,0.815493867552148,1.0189483108195758,0.7054776933843111,0.09821350754532868,-0.6077559550444575
0.5728427521301377,-0.05070643261758616,-0.7065503013335569,-0.9773500767519802,-0.8370032497976446,-0.23338235454521902,0.4090129793687819,0.9173512458451134,1.0422109881401136,0.6003819105857591,-0.021732563496002222,-0.6812409765828448,-1.0361845929435642,-0.9061126512396459,-0.3624612285314362,0.288695115073108,0.8269780629685991,0.9582472959360221,0.632068512040794,-0.06578034276644078,-0.6525871011001129,-1.008504204048006,-0.9012487567210704,-0.42957056087349804,0.28712908432221224,0.8679064127227817,1.070245658780918,0.7553394031574187,0.15181859043824525,-0.5098126181613984
0.5866426718703991,-0.08587901753471733,-0.6908234153767067,-0.9428620341685933,-0.7823892616080947,-0.26487400018113944,0.398665502963272,0.8277249964889014,0.9504209281928013,0.6079022652165572,-0.03138657015820835,-0.653885780665392,-1.0358039028445574,-0.9333744244796678,-0.3522909483389788,0.3108454891561603,0.8715119495039549,1.0064851728461235,0.6716954241848282,0.030341843298878363,-0.5928610615774212,-0.9709903102426766,-0.8773104117326799,-0.3864426282396858,0.23552852536281166,0.813545700274977,0.9828372992064617,0.7042446039789934,0.13662561988072403,-0.5338442252773272
0.5649938978723217,-0.11233643060467376,-0.6697918370934758,-0.9894254862571562,-0.8083789626673326,-0.24365410560668538,0.4243482843534409,0.8824665037195136,1.0083539012077403,0.6332305798642002,-0.04898681683015574,-0.6893234662446288,-1.0141815125434956,-0.887389943793288,-0.3435097130716367,0.3481096033176926,0.8670331188741063,0.9775199826772377,0.6542657280109739,0.03698710199673155,-0.5789381078198884,-0.9781029666175649,-0.9330917706650038,-0.4316101960196751,0.22171609546573962,0.8336727586401709,0.9991967847497666,0.6924418940859304,0.12840031563322513,-0.544015234634133
0.5580121700177618,-0.12608328512769235,-0.7301355103717768,-1.0008670655970036,-0.7670198864656731,-0.23531723735372548,0.4134256561923875,0.9183508596696395,0.9526527245282542,0.6046723048245964,-0.02021214987401153,-0.6318347431837408,-0.9180544340716833,-0.8373878095440498,-0.3308999172281077,0.32903714429999514,0.7946870881753283,0.9418711499430376,0.6798777349168983,0.05084456056415632,-0.6250172440540931,-1.0105145547502214,-0.898510499843917,-0.4405869665509569,0.22254842290156684,0.7862281895029608,1.0124184617802419,0.7328217096013436,0.11281598056246187,-0.5378228534639796
0.5733415983985232,-0.08549861142199816,-0.7008272075113889,-0.9834541023143951,-0.8140777168160571,-0.24982987294604284,0.4253744917601252,0.8922386883188558,0.951547576200873,0.5360998604764033,-0.02753855958153674,-0.6044642889444074,-0.9314644133823695,-0.84836327022381,-0.35673985932570584,0.3314911012432981,0.8183810802065428,0.9474889177389487,0.6438801617161152,0.012060352377686084,-0.6137201659003972,-0.9798712801636374,-0.9276540957991046,-0.4722018716465092,0.2643329243103897,0.8028909629974716,1.0087477023440512,0.7367296641495354,0.15271939156706782,-0.5016191578285296
0.5349515417470467,-0.16454902384019227,-0.7654373927694887,-1.0413015823408345,-0.7920807141483726,-0.2996159485052617,0.3641775072990727,0.9188149953353788,0.9804595110677025,0.6627005750170902,-0.01950148247269415,-0.6892819383320822,-1.0156559266901972,-0.9097277501359334,-0.3251564630907132,0.3642258229285397,0.8966111074534703,0.9442832055038788,0.6677644049332828,0.0471202578529534,-0.6099092327492567,-0.9596788170292017,-0.9034761775294988,-0.39131890497159383,0.3050675385270486,0.8451493059160283,1.0149444975719202,0.7860819337507938,0.10617190877523369,-0.5518327590741223
0.5027732575099056,-0.1072148849143407,-0.7019401265807009,-0.9990027050605726,-0.7726872686685378,-0.23855062490053397,0.43028445611621124,0.9328041429817532,1.0067167667127694,0.6426345909498337,-0.0205075270101596,-0.669693082532736,-1.0126765673509468,-0.8537440205400351,-0.3249203831019448,0.33041720374564215,0.8749117577825263,1.0218296495636396,0.6713881513826918,0.009035556325908488,-0.6584781191091997,-1.0139198897938502,-0.920980257978794,-0.43194962644586543,0.30106590979666087,0.7909938517755876,0.9963803029479883,0.6945353096863714,0.08070945258700386,-0.5602152758762785
0.5835064832477702,-0.054569702667773716,-0.6896873804041312,-0.975919077097417,-0.8221061548585776,-0.2868645011116036,0.35651617437760164,0.8507703010630734,0.9614560579651713,0.6133260831739912,-0.06204412402189809,-0.7143619402314091,-1.0339204886568805,-0.8827721971305595,-0.37065771714841483,0.3866206513713907,0.9102956375294723,1.0269634742501368,0.6557918850838185,0.011760750132321345,-0.590679258122436,-0.981054773060183,-0.8842593850628795,-0.3915937503055271,0.23800159295672518,0.8160672259106299,0.9669006199053194,0.7313669584590468,0.154585255528838,-0.5234387010756181
0.5576649339773077,-0.09782895464617472,-0.746010891115233,-1.0009576180988584,-0.8425292206399448,-0.29356575001603236,0.3627487170699816,0.8756454274622478,0.9852341600362093,0.613522236529234,-0.09806961957612412,-0.6541663712990794,-1.017723589959374,-0.8661882556450348,-0.3246390813446704,0.3549549032398058,0.8253385994896234,0.9136026327770302,0.6327436903414718,0.03394755331729344,-0.5750403047997984,-0.9605855995634948,-0.8783799163134884,-0.4086708848760295,0.2535509340470037,0.9010384117640267,1.0671586838566327,0.756923778505501,0.15323288673981258,-0.5229514912598473
